2050,1,2,1.153,2.7596,-3.1384
2050,1,9,1.1781,2.0099,-2.8303
2050,1,16,1.0138,1.5848,-3.0736
2050,1,23,0.76471,2.2575,-3.223
2050,1,30,0.65995,2.6578,-2.6099
2050,2,6,0.73441,1.9991,-1.7842
2050,2,13,1.2192,1.5178,-1.0284
2050,2,20,1.2707,0.92847,-0.48179
2050,2,27,1.3146,0.71604,-0.082339
2050,3,6,1.2106,0.74835,-0.19755
2050,3,13,1.1089,0.56023,-0.36617
2050,3,20,0.84111,0.58132,-0.11724
2050,3,27,0.64442,-0.025308,0.41777
2050,4,3,1.0123,-0.41519,1.0755
2050,4,10,0.38271,-1.0471,0.77477
2050,4,17,0.76447,-1.2635,0.57379
2050,4,24,0.90304,-1.3683,0.30534
2050,5,1,1.2522,-0.85553,0.86017
2050,5,8,1.1187,0.12446,1.391
2050,5,15,2.7374,0.85379,1.3429
2050,5,22,3.4104,1.4353,1.4424
2050,5,29,3.9452,3.8414,3.1012
2050,6,5,5.5346,6.0588,4.9049
2050,6,12,6.9029,7.5804,6.1191
2050,6,19,7.4368,6.6151,5.3
2050,6,26,8.6574,6.0314,6.7814
2050,7,3,8.5367,5.4106,6.9717
2050,7,10,8.9419,7.2862,7.3292
2050,7,17,9.6845,8.4582,8.8015
2050,7,24,10.197,8.6793,10.539
2050,7,31,10.697,9.9433,11.678
2050,8,7,11.468,10.971,12.273
2050,8,14,11.932,10.315,12.2
2050,8,21,12.174,10.081,11.409
2050,8,28,12.484,10.487,11.509
2050,9,4,12.433,9.2904,11.741
2050,9,11,10.667,7.9651,10.97
2050,9,18,9.7457,8.1651,9.9965
2050,9,25,8.0397,7.0249,8.2131
2050,10,2,6.4656,6.4319,5.5031
2050,10,9,6.3944,6.3385,6.0076
2050,10,16,7.4915,6.6808,6.4875
2050,10,23,8.2579,6.7523,5.306
2050,10,30,7.8699,5.0181,6.0393
2050,11,6,7.1107,3.6179,6.0462
2050,11,13,6.6136,2.4697,6.1567
2050,11,20,6.4148,2.2301,5.3947
2050,11,27,5.5811,2.9128,5.7328
2050,12,4,5.3327,2.9214,6.3722
2050,12,11,5.534,2.7225,6.164
2050,12,18,4.8681,2.4223,6.2904
2050,12,25,4.2048,2.1724,6.0683
2051,1,1,3.7219,2.3216,5.8575
2051,1,8,3.8964,2.1561,5.1301
2051,1,15,3.9972,2.3429,4.2089
2051,1,22,3.8539,2.3982,4.718
2051,1,29,3.7599,2.6103,5.1081
2051,2,5,4.0794,2.6829,4.9146
2051,2,12,3.5259,2.1541,4.5434
2051,2,19,2.8082,1.9472,4.3937
2051,2,26,2.9456,2.4939,4.0774
2051,3,5,3.2571,2.0702,3.149
2051,3,12,3.2391,1.5065,2.6405
2051,3,19,2.9846,1.076,2.3888
2051,3,26,2.902,0.64275,3.0449
2051,4,2,3.2634,0.67373,3.7407
2051,4,9,3.0602,1.2629,4.0939
2051,4,16,2.9572,1.7687,4.6904
2051,4,23,2.6882,1.8619,5.6313
2051,4,30,3.0569,2.3446,6.3758
2051,5,7,4.5432,3.4428,7.2036
2051,5,14,6.0446,4.7339,9.201
2051,5,21,6.719,5.3185,10.895
2051,5,28,7.412,5.6836,12.454
2051,6,4,8.1485,6.5289,12.511
2051,6,11,10.046,7.7605,12.784
2051,6,18,10.187,8.3242,12.166
2051,6,25,9.9275,8.5006,13.382
2051,7,2,10.466,10.128,15.315
2051,7,9,14.544,12.09,13.781
2051,7,16,16.53,12.887,15.396
2051,7,23,16.937,12.388,17.371
2051,7,30,15.674,12.953,16.661
2051,8,6,15.902,12.6,16.622
2051,8,13,15.919,12.965,15.545
2051,8,20,16.231,13.299,15.152
2051,8,27,16.512,12.337,15.762
2051,9,3,16.016,12.951,15.017
2051,9,10,14.068,12.37,14.903
2051,9,17,12.528,11.755,11.994
2051,9,24,12.612,11.669,11.13
2051,10,1,12.975,11.192,9.8386
2051,10,8,10.2,10.194,8.6147
2051,10,15,9.0023,8.3041,7.5753
2051,10,22,8.0755,7.3046,7.1716
2051,10,29,7.4446,6.6654,6.6343
2051,11,5,7.0889,6.0219,7.1833
2051,11,12,7.1964,6.4399,8.1937
2051,11,19,7.6111,6.6715,8.7989
2051,11,26,7.1195,6.0915,9.2679
2051,12,3,6.3561,5.8297,8.3356
2051,12,10,5.7362,5.7101,7.6204
2051,12,17,5.06,5.7824,7.3116
2051,12,24,4.845,6.0433,7.3629
2051,12,31,4.6124,6.1278,7.1195
2052,1,7,3.6754,5.8734,6.4997
2052,1,14,3.2467,6.0131,6.0818
2052,1,21,2.634,5.8497,5.9401
2052,1,28,2.1212,5.5076,4.7609
2052,2,4,1.8615,4.2459,4.2664
2052,2,11,1.675,3.9069,4.4948
2052,2,18,1.825,3.997,4.3354
2052,2,25,2.0427,4.2462,4.5995
2052,3,3,2.1255,4.1796,5.0013
2052,3,10,1.2776,3.4576,4.9935
2052,3,17,0.68313,3.6936,4.2476
2052,3,24,0.63164,4.6025,4.1446
2052,3,31,0.51373,4.7874,4.3806
2052,4,7,0.093569,4.8573,4.5007
2052,4,14,-0.50128,5.5142,4.5761
2052,4,21,-0.28699,5.6902,5.0625
2052,4,28,0.50777,6.286,6.018
2052,5,5,0.8609,7.6728,7.114
2052,5,12,1.3549,9.3073,8.3983
2052,5,19,1.6622,9.5153,9.2593
2052,5,26,2.2739,9.6339,9.8932
2052,6,2,4.7884,9.5979,11.253
2052,6,9,5.3534,10.154,12.678
2052,6,16,5.8924,10.899,13.545
2052,6,23,7.9206,12.78,13.312
2052,6,30,9.1806,13.644,12.435
2052,7,7,10.275,13.346,12.172
2052,7,14,11.289,13.31,13.116
2052,7,21,11.581,13.337,12.946
2052,7,28,10.176,12.958,12.998
2052,8,4,9.5279,12.65,13.051
2052,8,11,9.256,12.369,13.588
2052,8,18,9.0912,12.837,14.88
2052,8,25,9.2584,12.942,13.832
2052,9,1,9.4012,12.603,13.179
2052,9,8,9.8448,11.641,12.691
2052,9,15,8.997,11.22,11.179
2052,9,22,8.8454,10.663,11.555
2052,9,29,8.5018,10.744,13.952
2052,10,6,7.6745,10.231,14.062
2052,10,13,6.2074,9.4375,11.735
2052,10,20,5.6999,8.4226,11.697
2052,10,27,6.2059,7.4514,11.53
2052,11,3,5.7421,6.7133,10.614
2052,11,10,4.9035,6.2899,9.787
2052,11,17,4.2531,6.6639,7.8039
2052,11,24,3.9817,6.9091,6.8901
2052,12,1,3.8716,7.0279,6.8444
2052,12,8,3.218,6.9504,7.0587
2052,12,15,2.4947,6.8094,6.0249
2052,12,22,1.9173,6.0139,5.6094
2052,12,29,1.4479,5.7363,5.1842
2053,1,5,1.2066,5.9674,4.9378
2053,1,12,0.72146,5.5454,4.748
2053,1,19,0.019956,5.1761,4.7672
2053,1,26,-0.31578,4.9568,4.6718
2053,2,2,-0.75111,5.23,4.7798
2053,2,9,-1.1633,5.3176,4.5869
2053,2,16,-0.88864,4.8519,4.7317
2053,2,23,-0.37463,4.5273,5.0177
2053,3,2,0.16851,4.8467,4.5348
2053,3,9,0.46198,5.1724,3.5493
2053,3,16,0.89396,4.9013,2.6355
2053,3,23,0.88537,4.7476,1.9821
2053,3,30,1.0566,5.1908,1.5693
