4.5115,6.7862,6.1693,5.875
11.535,6.6603,5.909,5.6276
18.558,6.5529,5.583,5.5118
25.581,6.307,5.1119,5.2179
32.604,6.0752,4.7445,5.0574
39.627,5.9133,4.5101,5.0622
46.65,5.7577,4.1357,4.9284
53.673,5.7875,4.0047,4.632
60.696,5.8081,4.0545,4.4739
67.719,5.7268,4.0369,4.3932
74.742,5.5738,3.9287,4.0858
81.765,5.4436,3.9176,3.794
88.788,5.5076,4.1286,3.8103
95.812,5.7937,4.4134,4.383
102.83,6.0894,4.4633,5.2407
109.86,6.3118,4.9031,6.0048
116.88,6.6373,5.7197,6.7505
123.9,7.0042,6.3486,7.2622
130.93,7.6723,7.1949,8.3247
137.95,9.0923,8.0397,9.2639
144.97,10.334,8.5344,9.6521
152,11.724,9.7974,10.447
159.02,13.064,10.955,11.916
166.04,14.12,11.851,12.9
173.07,15.039,12.62,13.626
180.09,15.611,13.387,13.852
187.11,16.41,14.073,14.335
194.13,17.28,14.741,14.894
201.16,17.724,15.401,15.93
208.18,17.201,14.844,15.98
215.2,17.436,15.153,16.69
222.23,17.589,15.596,16.453
229.25,17.494,15.617,16.474
236.27,17.269,15.246,16.421
243.3,17.055,14.826,15.798
250.32,16.439,14.883,14.942
257.34,15.539,14.345,14.346
264.37,14.746,13.635,13.779
271.39,14.135,13.035,13.351
278.41,12.976,12.21,12.934
285.43,12.368,11.296,12.008
292.46,12.22,10.624,11.324
299.48,11.752,9.9979,10.771
306.5,11.21,9.325,10.298
313.53,10.607,8.8933,9.846
320.55,10.03,8.555,9.5468
327.57,9.5777,8.2721,8.9517
334.6,9.1839,7.9128,8.5666
341.62,8.8214,7.6784,8.2003
348.64,8.3691,7.2999,7.4794
355.67,7.9702,6.9159,7.0399
362.69,7.4722,6.5913,6.6747
