2050,1,2,1.3274,2.8532,2.9922
2050,1,9,0.82832,2.6056,2.6145
2050,1,16,0.94222,2.5421,2.5858
2050,1,23,1.1893,2.764,2.5287
2050,1,30,1.313,2.8634,2.7721
2050,2,6,1.4352,2.4566,3.1623
2050,2,13,1.9404,1.8968,3.6306
2050,2,20,1.94,1.7707,3.3339
2050,2,27,1.8027,1.7319,3.2372
2050,3,6,1.6881,1.4799,3.5379
2050,3,13,1.5389,1.0896,3.5018
2050,3,20,1.289,0.84001,3.2004
2050,3,27,1.2566,0.84058,2.9842
2050,4,3,1.2635,0.87524,3.0154
2050,4,10,1.1647,0.91847,3.0674
2050,4,17,1.2938,0.88883,3.0674
2050,4,24,1.3523,0.96624,3.1726
2050,5,1,1.3954,1.1315,3.2771
2050,5,8,1.5536,1.2901,3.3312
2050,5,15,1.7669,1.524,3.494
2050,5,22,1.9961,1.937,3.8229
2050,5,29,2.2103,2.1477,4.1274
2050,6,5,2.2569,2.3468,4.3276
2050,6,12,2.4399,2.5479,4.4753
2050,6,19,2.6686,2.8226,4.7027
2050,6,26,2.9125,3.091,4.9511
2050,7,3,3.1422,3.3342,5.147
2050,7,10,3.3138,3.5745,5.3355
2050,7,17,3.4394,3.7632,5.5227
2050,7,24,3.6107,3.9214,5.7163
2050,7,31,3.8223,4.0962,5.8802
2050,8,7,4.0306,4.2892,6.1128
2050,8,14,4.1785,4.5136,6.295
2050,8,21,4.2783,4.6876,6.3107
2050,8,28,4.3759,4.8341,6.4492
2050,9,4,4.6297,5.0272,6.5674
2050,9,11,4.8976,5.2263,6.677
2050,9,18,4.924,5.2933,6.8023
2050,9,25,4.9473,5.333,6.8715
2050,10,2,5.0396,5.3415,6.8488
2050,10,9,5.2349,5.3697,6.9168
2050,10,16,5.4945,5.4738,7.1285
2050,10,23,5.6043,5.5108,7.2811
2050,10,30,5.5346,5.5492,7.4992
2050,11,6,5.3154,5.5105,7.5435
2050,11,13,5.3306,5.4895,7.5139
2050,11,20,4.8957,5.4875,7.2304
2050,11,27,4.3813,5.3864,7.042
2050,12,4,4.166,5.1713,6.726
2050,12,11,4.1765,5.2302,5.9088
2050,12,18,3.6392,4.8249,4.8571
2050,12,25,3.3729,4.3898,4.4515
2051,1,1,3.3233,4.2981,4.5033
2051,1,8,3.3705,3.8864,4.519
2051,1,15,3.5766,3.7384,4.5713
2051,1,22,3.8139,3.8196,5.0677
2051,1,29,4.0481,3.8729,5.0855
2051,2,5,4.0584,3.7853,5.2006
2051,2,12,3.5171,2.9309,4.6265
2051,2,19,3.0051,2.0752,4.1748
2051,2,26,2.9354,1.6308,4.1261
2051,3,5,2.9495,1.6222,4.3215
2051,3,12,2.7654,1.2686,4.204
2051,3,19,2.2939,0.79167,3.6885
2051,3,26,2.1019,1.0653,3.4205
2051,4,2,1.8445,1.4912,3.6343
2051,4,9,1.8937,1.89,3.8759
2051,4,16,2.0978,2.1399,4.1208
2051,4,23,2.336,2.6469,4.4608
2051,4,30,2.5708,3.0856,4.7975
2051,5,7,2.8882,3.3104,5.0184
2051,5,14,3.2137,3.3957,5.2085
2051,5,21,3.3766,3.5486,5.3369
2051,5,28,3.4984,3.7373,5.5236
2051,6,4,3.6721,3.9316,5.7184
2051,6,11,3.8092,4.2247,5.9215
2051,6,18,4.0215,4.3942,6.0945
2051,6,25,4.3814,4.5662,6.2676
2051,7,2,4.5669,4.6803,6.4208
